ID,LAND_NR,Partei_NR,Partei_ABK,Name,Titel,Vorname,Nachname,Jahrgang,Geschlecht,Kandidatur,LP,WKR_NR,BereitsMdB,MdB_2021,Einzug,Prozent,erneut,TW_acc,TW_user,TW_id,TW_verif,FB_acc,FB_user,FB_id,FB_typ,FB_verif
1,5,2,SPD,"Abdi, Sanae",,Sanae,Abdi,1986,1,3,40,93,0,1,1,"27,9",0,1,_sanaeabdi,200695422,1,1,sanaeabdispd,111576226993790,1,1
2,8,4,FDP,"Abel, Valentin Christian",,"Valentin Christian",Abel,1991,2,3,12,268,0,1,2,'null',0,1,Valentin_C_Abel,1699863337,1,1,valentinabel.fdp,1586699104972808,1,1
3,8,2,SPD,"Abelein, Urs Jakob",,"Urs Jakob",Abelein,1991,2,2,NA,264,0,0,0,'null',0,0,'null','null',0,1,AbeleinUrs,102760488606572,1,1
4,3,5,"DIE LINKE","Abelmann, Jürgen",,Jürgen,Abelmann,1958,2,2,NA,33,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5,3,4,FDP,"Abeln, Carolin",,Carolin,Abeln,1992,1,3,15,32,0,0,0,'null',0,0,'null','null',0,1,carolin.abeln.9,100067117876940,3,2
6,9,38,"Team Todenhöfer","Abou-Zaher, Jonas",,Jonas,Abou-Zaher,1995,2,1,5,NA,0,0,0,'null',0,1,JonasAbou,1153894261,2,0,'null','null',0,0
7,12,1,CDU,"Abraham, Knut Friedrich Alexander",,"Knut Friedrich Alexander",Abraham,1966,2,3,4,65,0,1,2,'null',0,0,'null','null',0,1,abraham.knut,100063764001385,1,1
8,1,26,du.,"Abramik, Paula Bianka",,"Paula Bianka",Abramik,1996,1,3,2,5,0,0,0,'null',0,0,'null','null',0,1,paulabianca.abramik,100006703356281,3,2
9,5,8,"FREIE WÄHLER","Abstoß, Christian",,Christian,Abstoß,1991,2,2,NA,99,0,0,0,'null',0,1,AbstoChristian,1393477959231680512,2,1,christianabstossfw,103579308567508,3,2
10,9,13,ÖDP,"Abt, Alexander",,Alexander,Abt,1971,2,3,5,257,0,0,0,'null',0,0,'null','null',0,1,abtoedp,990854414436457,1,2
11,5,8,"FREIE WÄHLER","Acar, Jutta",,Jutta,Acar,1958,1,2,NA,96,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
12,4,5,"DIE LINKE","Achelwilm, Doris",,Doris,Achelwilm,1976,1,3,1,55,1,0,0,'null',0,1,DorisAchelwilm,4819478705,1,1,doris.achelwilm.dielinke,130285274309507,1,1
13,5,18,MLPD,"Achenbach, Ulrich",,Ulrich,Achenbach,1954,2,1,10,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
14,5,28,dieBasis,"Achers-von Thenen, Petra",,Petra,"Achers-von Thenen",1966,1,1,13,NA,0,0,0,'null',0,1,PetraThenen,902494638010970113,2,1,pvonthenen,100000728763411,3,2
15,9,9,"Die PARTEI","Achtziger, Alina Christiane",,"Alina Christiane",Achtziger,1999,1,1,23,NA,0,0,0,'null',0,0,'null','null',0,1,Alinamimpi,100002248884959,3,2
16,7,38,"Team Todenhöfer","Ackermann, Stefan",,Stefan,Ackermann,1989,2,1,5,NA,0,0,0,'null',0,0,'null','null',0,1,stefan.puhl.75,100000532904293,3,2
17,3,5,"DIE LINKE","Adams, Swen",,Swen,Adams,1976,2,2,NA,38,0,0,0,'null',0,0,'null','null',0,1,swen.adams,100000412439332,3,2
18,5,8,"FREIE WÄHLER","Adamy, Wilfried",,Wilfried,Adamy,1963,2,2,NA,119,0,0,0,'null',0,0,'null','null',0,1,wilfried.adamy,1143456358,3,2
19,3,5,"DIE LINKE","Adler, Hans-Henning",,Hans-Henning,Adler,1949,2,2,NA,26,0,0,0,'null',0,0,'null','null',0,1,AdlerHenning,507550886302428,1,2
20,6,4,FDP,"Adler, Katja",,Katja,Adler,1974,1,3,6,176,0,1,2,'null',0,1,katjadler,712941191,2,1,katjadler,106967991184300,1,1
21,13,4,FDP,"Adler, Sebastian",,Sebastian,Adler,1984,2,3,3,15,0,0,0,'null',0,0,'null','null',0,1,sebastian.adler.hgw,102483858620763,1,2
22,7,12,PIRATEN,"Adomeit, Joachim",,Joachim,Adomeit,1977,2,1,3,NA,0,0,0,'null',0,1,salem_s_lot,789720378,2,0,'null','null',0,0
23,9,5,"DIE LINKE","Adrian, Andreas",,Andreas,Adrian,1999,2,2,NA,249,0,0,0,'null',0,0,'null','null',0,1,andreas.adrian.127,100004316465801,3,2
24,12,9,"Die PARTEI","Aechtner, Kristin",,Kristin,Aechtner,1996,1,1,7,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
25,8,6,GRÜNE,"Aeffner, Stephanie",,Stephanie,Aeffner,1976,1,3,15,279,0,1,2,'null',0,1,s_aeffner,982288614,2,1,stephanie.aeffner,666817845,3,2
26,5,11,NPD,"Aegenvoort, Manfred",,Manfred,Aegenvoort,1944,2,1,10,NA,0,0,0,'null',0,0,'null','null',0,1,manfred.aengenvoort,100007407005677,3,2
27,2,18,MLPD,"Afshari, Najia",,Najia,Afshari,1968,1,1,5,NA,0,0,0,'null',0,1,NajiaAfshari,472064685,2,0,'null','null',0,0
28,3,4,FDP,"Aggelidis, Grigorios",,Grigorios,Aggelidis,1965,2,3,28,43,1,0,0,'null',0,1,aggelidis_fdp,976107205849206784,2,1,Aggelidis.Grigorios,1318822244876982,1,1
29,5,28,dieBasis,"Aggelidis, Michael Georg",,"Michael Georg",Aggelidis,1962,2,3,10,89,0,0,0,'null',0,1,michaelaggelid1,3051187849,2,1,Michael.Aggelidis,100002841849129,3,2
30,5,5,"DIE LINKE","Agu, Diyar",,Diyar,Agu,1999,2,3,18,99,0,0,0,'null',0,1,diyar_agu,1464802938,1,1,agu.diyar,627352007389234,1,1
31,6,9,"Die PARTEI","Ahlheim, Sven",,Sven,Ahlheim,1981,2,1,38,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
32,2,13,ÖDP,"Ahlswede, Sophia",,Sophia,Ahlswede,1998,1,1,6,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
33,3,38,"Team Todenhöfer","Ahmadi, Gholam Abbas",,"Gholam Abbas",Ahmadi,1955,2,1,7,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
34,3,2,SPD,"Ahmetovic, Adis",,Adis,Ahmetovic,1993,2,3,29,41,0,1,1,"34,9",0,0,'null','null',0,1,AdisAhmetovic.SPD,113462377450395,1,1
35,3,1,CDU,"Ahnefeld, Andreas",,Andreas,Ahnefeld,1984,2,1,59,NA,0,0,0,'null',0,0,'null','null',0,1,andreas.ahnefeld,100001772358032,3,2
36,7,39,UNABHÄNGIGE,"Ahnemüller, Jens",,Jens,Ahnemüller,1961,2,2,NA,203,0,0,0,'null',0,0,'null','null',0,1,jens.ahnemuller,100001824765998,3,2
37,3,34,LKR,"Ahrends, Jens",,Jens,Ahrends,1960,2,2,NA,27,0,0,0,'null',0,1,JeAhr711,376950979,2,1,AhrendsMdL,1385244974927307,1,2
38,2,13,ÖDP,"Ahrens, Karlotta",,Karlotta,Ahrens,1987,1,3,2,19,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
39,9,34,LKR,"Ahrens, Melanie Anna",,"Melanie Anna",Ahrens,1988,1,1,10,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
40,8,28,dieBasis,"Aicher, Julian",,Julian,Aicher,1958,2,2,NA,294,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
41,9,8,"FREIE WÄHLER","Aiwanger, Hubert",,Hubert,Aiwanger,1971,2,1,1,NA,0,0,0,'null',0,1,hubertaiwanger,702495475275079680,2,1,hubertaiwanger,158888744130107,1,1
42,2,4,FDP,"Akbulut, Cetin",,Cetin,Akbulut,1972,2,1,4,NA,0,0,0,'null',0,0,'null','null',0,1,TeleFriseur1,100008499875031,3,2
43,8,5,"DIE LINKE","Akbulut, Gökay",,Gökay,Akbulut,1982,1,3,2,275,1,1,2,'null',1,1,AkbulutGokay,800457587510476800,1,1,goekay.akbulut,1628676764050562,1,1
44,6,38,"Team Todenhöfer","Akhtar, Asif",,Asif,Akhtar,1981,2,1,16,NA,0,0,0,'null',0,0,'null','null',0,1,asif.akhtar.5454,633245638,3,2
45,6,38,"Team Todenhöfer","Akhtar, Khurrem",,Khurrem,Akhtar,1977,2,1,1,NA,0,0,0,'null',0,1,Khurrem_Akhtar,1396896567492288524,2,1,khurrem.akhtar,503582754,3,2
46,4,4,FDP,"Akkamis, Gökhan",,Gökhan,Akkamis,1997,2,3,3,55,0,0,0,'null',0,1,gokhan_akkamis,1358522179344809985,2,1,GoekhanAkkamis,110443714459641,1,2
47,9,19,Gesundheitsforschung,"Akman, Dr. Kemal",Dr.,Kemal,Akman,1979,2,1,3,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
48,5,18,MLPD,"Aktürk, Erhan",,Erhan,Aktürk,1965,2,3,2,117,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
49,5,19,Gesundheitsforschung,"Al Basri, Saif",,Saif,"Al Basri",1989,2,1,2,NA,0,0,0,'null',0,0,'null','null',0,1,saif.albasri,1234656063,3,2
50,13,2,SPD,"Alabali-Radovan, Reem",,Reem,Alabali-Radovan,1990,1,3,6,12,0,1,1,"29,4",0,1,ReemAlabali,1217456777643659269,2,1,reem.alabaliradovan,102424668580172,1,1
51,3,1,CDU,"Albani, Stephan Theodor Johannes",,"Stephan Theodor Johannes",Albani,1968,2,3,11,27,1,1,2,'null',1,1,Stephan_Albani,884120154,2,1,StephanAlbaniMdB,286689658107688,1,1
52,3,5,"DIE LINKE","Albers, Friedrich-Bernd",,Friedrich-Bernd,Albers,1969,2,2,NA,24,0,0,0,'null',0,0,'null','null',0,1,FriedrichBerndAlbersDIELINKE,110870491255397,1,2
53,11,13,ÖDP,"Albers, Hagen Gerwald",,"Hagen Gerwald",Albers,1982,2,2,NA,83,0,0,0,'null',0,1,HobbesGee,19254794,2,1,hagen.albers,615506718,3,2
54,10,1,CDU,"Albert, Julia Friederike",,"Julia Friederike",Albert,1990,1,1,6,NA,0,0,0,'null',0,1,juliaalbert1990,1373204324780806146,2,1,ju.neunkirchen,100002219492893,3,2
55,7,8,"FREIE WÄHLER","Albert, Karl Joachim",,"Karl Joachim",Albert,1958,2,1,34,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
56,15,3,AfD,"Albrecht, Birgit",,Birgit,Albrecht,1965,1,1,6,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
57,7,1,CDU,"Albrecht, Jutta",,Jutta,Albrecht,1961,1,1,24,NA,0,0,0,'null',0,1,Jutta_Albrecht,24557593,2,1,jutta.albrecht.39,100001773087456,3,2
58,3,1,CDU,"Albrecht, Philipp Josef Erich",,"Philipp Josef Erich",Albrecht,1995,2,3,26,28,0,0,0,'null',0,1,Albrecht_CDU,1255077182,1,1,palbrecht4,100001918290024,3,2
59,6,3,AfD,"Albrecht, Prof. Erich Willy",Prof.,"Erich Willy",Albrecht,1950,2,2,NA,180,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
60,9,28,dieBasis,"Albrecht, Roman",,Roman,Albrecht,1992,2,3,43,255,0,0,0,'null',0,0,'null','null',0,1,100071273296384,100071273296384,3,2
61,6,5,"DIE LINKE","Al-Dailami, Ali Abass Yahya",,"Ali Abass Yahya",Al-Dailami,1981,2,3,2,173,0,1,2,'null',0,1,ali_aldailami,989599708917137408,2,1,AliAlDailami,1024105678,3,2
62,7,5,"DIE LINKE","Aldemir, Aziz",,Aziz,Aldemir,1970,2,2,NA,198,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
63,5,13,ÖDP,"Aldenhoven, Christina Flora",,"Christina Flora",Aldenhoven,1983,1,1,11,NA,0,0,0,'null',0,0,'null','null',0,1,christinaflora.aldenhoven,100000092275008,3,2
64,8,28,dieBasis,"Aldinger, Brigitte",,Brigitte,Aldinger,1965,1,3,12,264,0,0,0,'null',0,0,'null','null',0,1,BrigitteAldinger.BTW2021,106660308399915,1,2
65,9,7,CSU,"Alesik, Nicole",,Nicole,Alesik,1994,1,1,64,NA,0,0,0,'null',0,0,'null','null',0,1,nicole.alesik,1733157042,3,2
66,9,4,FDP,"Al-Halak, Muhanad",,Muhanad,Al-Halak,1989,2,3,14,227,0,1,2,'null',0,1,HalakMuhanad,1084016250324484096,1,1,AlHalakMuhanad,167241520711879,1,1
67,3,4,FDP,"Ali, Nemir",,Nemir,Ali,1996,2,3,16,39,0,0,0,'null',0,1,nemir_ali_os,1298741420430327808,2,1,nemir.ali.os,101347532113198,1,1
68,8,15,DiB,"Ali, Samer",,Samer,Ali,1991,2,1,6,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
69,5,6,GRÜNE,"Al-Qura'an, Anas",,Anas,Al-Qura'an,2003,2,1,42,NA,0,0,0,'null',0,1,AnasAlQuraan2,1337449475577683970,1,1,anas.alquraan.bundestag,101451138843949,1,1
70,7,8,"FREIE WÄHLER","Alscher, Dr. Bernhard Rudolf Paul",Dr.,"Bernhard Rudolf Paul",Alscher,1957,2,1,35,NA,0,0,0,'null',0,0,'null','null',0,1,balscher,101894348248012,1,2
71,6,12,PIRATEN,"Alscher, Sebastian",,Sebastian,Alscher,1976,2,1,1,NA,0,0,0,'null',0,1,sebulino,50774056,1,1,sebastianalscher,1500896459954783,1,1
72,5,8,"FREIE WÄHLER","Alsdorf, Georg",,Georg,Alsdorf,1975,2,3,2,111,0,0,0,'null',0,0,'null','null',0,1,georg.alsdorf.1,100016154224177,3,2
73,1,34,LKR,"Alster, Jannik",,Jannik,Alster,1998,2,1,4,NA,0,0,0,'null',0,0,'null','null',0,1,jannik.lstr,100003370085488,3,2
74,8,1,CDU,"Alt, Julia Emilie",,"Julia Emilie",Alt,1998,1,1,31,NA,0,0,0,'null',0,0,'null','null',0,1,julia.emilie.9,100001663107431,3,2
75,8,4,FDP,"Alt, Renata",,Renata,Alt,1965,1,3,7,262,1,1,2,'null',1,1,RenataAlt_MdB,1001837201276235777,1,1,AltRenata,1264289176971421,1,1
76,1,38,"Team Todenhöfer","Altay, Cengiz",,Cengiz,Altay,1986,2,1,3,NA,0,0,0,'null',0,0,'null','null',0,1,cengiz.altay.5095,100051800482514,3,2
77,9,2,SPD,"Altenhöner, Freya",,Freya,Altenhöner,1988,1,3,30,251,0,0,0,'null',0,1,FAltenhoner,1331692466030964743,2,1,FreyaAltenhoenerSPD,633428433948129,1,2
78,6,1,CDU,"Altenkamp, Norbert Maria",,"Norbert Maria",Altenkamp,1972,2,3,16,181,1,1,1,"33,3",1,1,NAltenkamp,1319570576957149184,2,1,AltenkampMdB,143012542927620,1,1
79,5,8,"FREIE WÄHLER","Altenschmidt, Mark",,Mark,Altenschmidt,1977,2,2,NA,116,0,0,0,'null',0,1,MarkAltenschmi1,1424789802273083398,2,1,mark.altenschmidt.9,100016995886552,3,2
80,7,8,"FREIE WÄHLER","Altgeld, Marianne",,Marianne,Altgeld,1988,1,3,1,197,0,0,0,'null',0,0,'null','null',0,1,marianne.altgeld.2021,100270061861856,1,2
81,3,3,AfD,"Althaus, Thorsten",,Thorsten,Althaus,1969,2,2,NA,40,0,0,0,'null',0,1,ThorstenAlthau2,1218949372576256000,2,1,Bildungspolitiker,107560151397516,1,2
82,7,12,PIRATEN,"Altherr, Florian",,Florian,Altherr,1981,2,1,8,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
83,14,28,dieBasis,"Althoff, Anke",,Anke,Althoff,1963,1,3,2,160,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
84,10,1,CDU,"Altmaier, Peter",,Peter,Altmaier,1958,2,3,2,297,1,0,0,'null',0,1,peteraltmaier,378693834,1,1,peter.altmaier,172834814572,1,1
85,8,21,DKP,"Altmann, Werner",,Werner,Altmann,1949,2,1,9,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
86,1,26,du.,"Al-Wattar, Ibrahim",,Ibrahim,Al-Wattar,1982,2,1,1,NA,0,0,0,'null',0,0,'null','null',0,1,Ibrahim-Al-Wattar-532008007241891,532008007241891,1,2
87,9,38,"Team Todenhöfer","Aman, Jakob",,Jakob,Aman,1999,2,1,13,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
88,9,16,BP,"Amann, Harold",,Harold,Amann,1967,2,1,6,NA,0,0,0,'null',0,0,'null','null',0,1,harold.amann,100002154341157,3,2
89,5,28,dieBasis,"Amidzic, Radisa",,Radisa,Amidzic,1978,2,2,NA,133,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
90,13,1,CDU,"Amthor, Philipp",,Philipp,Amthor,1992,2,3,1,16,1,1,2,'null',1,0,'null','null',0,1,amthor.philipp,1427167380661053,1,1
91,9,40,Volt,"Amtmann, Julia Katharina Elisabeth",,"Julia Katharina Elisabeth",Amtmann,1994,1,3,11,217,0,0,0,'null',0,1,JuliaAmtmann,995972598021459968,2,1,Amtmann.Julia,100001232844392,3,2
92,1,6,GRÜNE,"Amtsberg, Luise",,Luise,Amtsberg,1984,1,3,1,5,1,1,2,'null',1,0,'null','null',0,1,LuiseAmtsberg,1385001921534931,1,1
93,1,4,FDP,"Anastasiadis, Christoph Georgios",,"Christoph Georgios",Anastasiadis,1995,2,3,6,1,0,0,0,'null',0,0,'null','null',0,1,Christoph-Anastasiadis-FDP-111108214009213,111108214009213,1,2
94,2,34,LKR,"Anders, Bernd",,Bernd,Anders,1970,2,1,5,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
95,4,9,"Die PARTEI","Andersen, Merle",,Merle,Andersen,1995,1,2,NA,54,0,0,0,'null',0,0,'null','null',0,1,Merle.breit.wie.die.Masse,436219830515973,1,2
96,11,1,CDU,"Anders-Granitzki, Manuela",,Manuela,Anders-Granitzki,1978,1,2,NA,76,0,0,0,'null',0,0,'null','null',0,1,manuelaanderscdu,134791868739530,1,2
97,13,8,"FREIE WÄHLER","Andiel, Matthias",,Matthias,Andiel,1958,2,3,3,16,0,0,0,'null',0,0,'null','null',0,1,matthias.andiel.94,100018734340748,3,2
98,5,6,GRÜNE,"Andrä, Christian Thomas",,"Christian Thomas",Andrä,1962,2,3,46,90,0,0,0,'null',0,1,FuerLangerwehe,1198697363734441984,2,1,chris.andra.986,100007889051054,3,2
99,13,11,NPD,"Andrejewski, Michael",,Michael,Andrejewski,1959,2,1,1,NA,0,0,0,'null',0,0,'null','null',0,1,rechtsanwalt.michael.andrejewski,338213719855614,1,2
100,5,2,SPD,"Andres, Dagmar",,Dagmar,Andres,1969,1,3,18,92,0,1,2,'null',0,1,DagmarAndres,126421442,2,1,DagmarAndresSPD,333974029985255,1,2
101,9,28,dieBasis,"Andrione, Natalie",,Natalie,Andrione,1988,1,1,30,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
102,8,24,"Die Humanisten","Andris, Lena",,Lena,Andris,1999,1,1,5,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
103,6,9,"Die PARTEI","Angermann, Daniel",,Daniel,Angermann,1992,2,1,51,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
104,15,25,Gartenpartei,"Angerstein, Nicole",,Nicole,Angerstein,1973,1,1,3,NA,0,0,0,'null',0,0,'null','null',0,1,Nicole-Angerstein-949416865106519,949416865106519,1,2
105,11,10,Tierschutzpartei,"Anhalt, Markus",,Markus,Anhalt,1986,2,2,NA,84,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
106,11,6,GRÜNE,"Annan, Tarek",,Tarek,Annan,1986,2,1,20,NA,0,0,0,'null',0,1,tarek_digital,369412507,2,1,tarek.annan,721633617,3,2
107,2,2,SPD,"Annen, Niels",,Niels,Annen,1973,2,3,2,20,1,1,2,'null',1,1,NielsAnnen,42401449,1,1,nielsannen,601163706652420,1,1
108,8,9,"Die PARTEI","Annunziata, Emanuele Ferdinando Michael",,"Emanuele Ferdinando Michael",Annunziata,2001,2,2,NA,265,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
109,5,6,GRÜNE,"Anschütz, Elisabeth Gertrud",,"Elisabeth Gertrud",Anschütz,1962,1,3,45,97,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
110,5,6,GRÜNE,"Antary, Frederik Paul",,"Frederik Paul",Antary,1996,2,1,80,NA,0,0,0,'null',0,1,AntaryFrederik,3123950502,2,1,frederik.antary.5,100006109514375,3,2
111,8,4,FDP,"Anton, Dr. Andreas",Dr.,Andreas,Anton,1983,2,3,33,285,0,0,0,'null',0,0,'null','null',0,1,drandreasanton,104168578440134,1,1
112,9,4,FDP,"Anton, Sascha David",,"Sascha David",Anton,2000,2,1,70,NA,0,0,0,'null',0,1,sascha_anton,1340347238917259265,2,1,sascha.anton.37,100014848413025,3,2
113,7,5,"DIE LINKE","Antpöhler-Zwiernik, Oliver",,Oliver,Antpöhler-Zwiernik,1986,2,2,NA,199,0,0,0,'null',0,1,OZwiernik,1401286008897949699,2,1,OliverAntpoehler.DieLinke,244678879759280,1,2
114,8,1,CDU,"Apel, Dominik Markus",,"Dominik Markus",Apel,1994,2,1,23,NA,0,0,0,'null',0,0,'null','null',0,1,dominik.apel.3,100000927142530,3,2
115,2,40,Volt,"Apelt, Harry Gerolf Marc",,"Harry Gerolf Marc",Apelt,1983,2,1,10,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
116,6,29,"Bündnis C","Appel, Werner",,Werner,Appel,1934,2,1,21,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
117,3,6,GRÜNE,"Appuhn, Svenja Vivien",,"Svenja Vivien",Appuhn,1997,1,1,33,NA,0,0,0,'null',0,1,SvenjaAppuhn,3304006762,1,1,svenja.appuhn,100001491475873,3,2
118,11,18,MLPD,"Araki, Chaker Anis",,"Chaker Anis",Araki,1972,2,3,2,83,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
119,5,28,dieBasis,"Aranea Guillén, Mona",,Mona,"Aranea Guillén",1986,1,2,NA,109,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
120,4,38,"Team Todenhöfer","Araz, Cansu",,Cansu,Araz,1990,1,1,9,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
121,1,8,"FREIE WÄHLER","Arbeck, Kathrin",,Kathrin,Arbeck,1969,1,3,5,7,0,0,0,'null',0,1,ArbeckKathrin,1325038445371265024,2,1,kathrin.arbeck,100000138595906,3,2
122,11,38,"Team Todenhöfer","Arbid, Ali Alreda",,"Ali Alreda",Arbid,1991,2,1,13,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
123,11,9,"Die PARTEI","Archner, Roman",,Roman,Archner,1980,2,1,45,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
124,3,38,"Team Todenhöfer","Arefi Fard, Aresch",,Aresch,"Arefi Fard",1991,2,1,4,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
125,13,11,NPD,"Arendt, Dirk",,Dirk,Arendt,1976,2,1,2,NA,0,0,0,'null',0,0,'null','null',0,1,dirk.arendt.50,100001207927013,3,2
126,6,13,ÖDP,"Arenz, Udo Peter",,"Udo Peter",Arenz,1964,2,1,6,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
127,5,6,GRÜNE,"Ariatabar, Dr. Parisa",Dr.,Parisa,Ariatabar,1987,1,1,50,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
128,16,40,Volt,"Arlaud, Leah Esther",,"Leah Esther",Arlaud,1997,1,1,3,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
129,5,8,"FREIE WÄHLER","Arlt, Günter",,Günter,Arlt,1952,2,2,NA,137,0,0,0,'null',0,0,'null','null',0,1,gsarkacili,100001815317475,3,2
130,13,2,SPD,"Arlt, Johannes",,Johannes,Arlt,1984,2,3,5,17,0,1,1,"31,1",0,1,arlt_johannes,1262451438103465984,2,1,arltjohannes,108655634192831,1,2
131,14,24,"Die Humanisten","Arlt, Philipp",,Philipp,Arlt,2000,2,1,4,NA,0,0,0,'null',0,1,arltii,2482195891,2,0,'null','null',0,0
132,5,9,"Die PARTEI","Armaschelew, Nelli",,Nelli,Armaschelew,1994,1,1,55,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
133,10,4,FDP,"Armbrüster, Ralf",,Ralf,Armbrüster,1970,2,2,NA,299,0,0,0,'null',0,1,klarliberal,351405321,2,1,klarliberal,207628542744541,1,2
134,9,9,"Die PARTEI","Armster, Christian Friederich",,"Christian Friederich",Armster,1969,2,3,58,257,0,0,0,'null',0,0,'null','null',0,1,christian.armster,769730798,3,2
135,8,38,"Team Todenhöfer","Armstroff, Cindy",,Cindy,Armstroff,1997,1,1,9,NA,0,0,0,'null',0,1,CindyArmstroff,1352568930,2,1,cindy.armstroff,100001486830476,3,2
136,6,21,DKP,"Arndt, Alfred Jakob",,"Alfred Jakob",Arndt,1949,2,1,17,NA,0,0,0,'null',0,0,'null','null',0,1,100063935936766,100063935936766,3,2
137,7,8,"FREIE WÄHLER","Arndt, Hans Gerd",,"Hans Gerd",Arndt,1957,2,3,8,207,0,0,0,'null',0,1,Pattevuel,199205667,2,1,fwrlp.arndt,191926784303223,1,2
138,3,13,ÖDP,"Arndt, Klaus Joachim",,"Klaus Joachim",Arndt,1966,2,2,NA,50,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
139,3,40,Volt,"Arndt, Lukas",,Lukas,Arndt,1996,2,1,13,NA,0,0,0,'null',0,1,LukasArndtOL,960557217463390208,2,0,'null','null',0,0
140,11,18,MLPD,"Arnecke, Dagmar",,Dagmar,Arnecke,1951,1,2,NA,86,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
141,5,4,FDP,"Arning, René",,René,Arning,1991,2,3,50,127,0,0,0,'null',0,0,'null','null',0,1,renearning.fdp,105354667994565,1,1
142,9,18,MLPD,"Arnold, Bendrick",,Bendrick,Arnold,1946,2,3,21,247,0,0,0,'null',0,1,ArnoldBendrick,1249228614270402561,2,1,100011223466976,100011223466976,3,2
143,9,3,AfD,"Arnold, Dieter",,Dieter,Arnold,1973,2,2,NA,233,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
144,8,8,"FREIE WÄHLER","Arnold, Domenic",,Domenic,Arnold,1997,2,2,NA,277,0,0,0,'null',0,0,'null','null',0,1,domenic.arnold,100001469544562,3,2
145,12,8,"FREIE WÄHLER","Arnold, Jörg Manfred",,"Jörg Manfred",Arnold,1965,2,3,1,57,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
146,11,13,ÖDP,"Arnold, Lars Clemens",,"Lars Clemens",Arnold,1968,2,3,1,80,0,0,0,'null',0,1,LarsOdp,1325352573344374784,2,1,LarsCArnold,100000882302048,3,2
147,4,2,SPD,"Arpaz, Selin Ece",,"Selin Ece",Arpaz,1999,1,1,3,NA,0,0,0,'null',0,1,analogueminds,820341745523294213,2,1,100002889596687,100002889596687,3,2
148,5,9,"Die PARTEI","Arps, Bastian",,Bastian,Arps,1989,2,1,35,NA,0,0,0,'null',0,0,'null','null',0,1,bastian.arps,100002366778500,3,2
149,5,38,"Team Todenhöfer","Arslan, Kübra",,Kübra,Arslan,1984,1,1,11,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
150,10,12,PIRATEN,"Arweiler, Jörg",,Jörg,Arweiler,1974,2,1,3,NA,0,0,0,'null',0,1,JoergArweiler,29455299,2,0,'null','null',0,0
151,9,6,GRÜNE,"Arz, Christoph",,Christoph,Arz,1996,2,3,52,212,0,0,0,'null',0,1,christoph_arz,984884306853187584,2,1,christoph.arz,100000506728761,3,2
