ID,LAND_NR,Partei_NR,Partei_ABK,Name,Titel,Vorname,Nachname,Jahrgang,Geschlecht,Kandidatur,LP,WKR_NR,BereitsMdB,MdB_2021,Einzug,Prozent,erneut,TW_acc,TW_user,TW_id,TW_verif,FB_acc,FB_user,FB_id,FB_typ,FB_verif
1355,8,5,"DIE LINKE","Frisch, Andreas",,Andreas,Frisch,1981,2,2,NA,265,0,0,0,'null',0,1,Andi_Frisch,46901618,2,1,andreas.frisch.75470,100037668560907,3,2
1356,14,38,"Team Todenhöfer","Frister, Jörg",,Jörg,Frister,1961,2,1,2,NA,0,0,0,'null',0,1,festus_vogtland,3398628101,2,1,joerg.frister,100000566421678,3,2
1357,8,48,"EB: Fritsch","Fritsch, Jonas James",,"Jonas James",Fritsch,1998,2,2,NA,278,0,0,0,'null',0,0,'null','null',0,1,Jonas-Fritsch-Die-Zukunft-am-Start-102404035379047,102404035379047,1,2
1358,9,9,"Die PARTEI","Fritsch, Kevin Dominic",,"Kevin Dominic",Fritsch,1991,2,1,37,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1359,3,28,dieBasis,"Fritsch, Michael",,Michael,Fritsch,1963,2,3,1,48,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1360,6,18,MLPD,"Fritsche, Steffi",,Steffi,Fritsche,1980,1,1,7,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1361,5,5,"DIE LINKE","Fritsche-Schmidt, Nicole",,Nicole,Fritsche-Schmidt,1979,1,1,15,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1362,6,10,Tierschutzpartei,"Fritz, Alexander",,Alexander,Fritz,1980,2,1,3,NA,0,0,0,'null',0,0,'null','null',0,1,alexander.fritz.338,100001913329639,3,2
1363,9,3,AfD,"Fritz, Elena",,Elena,Fritz,1986,1,3,26,228,0,0,0,'null',0,1,Elena__Fritz,1226479367787859974,2,1,elena.fritz.10,100000274427081,3,2
1364,8,8,"FREIE WÄHLER","Fritz, Holger",,Holger,Fritz,1969,2,2,NA,261,0,0,0,'null',0,0,'null','null',0,1,holger.fritz.58,100001621080524,3,2
1365,11,34,LKR,"Fritz, Rudolf",,Rudolf,Fritz,1959,2,2,NA,75,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1366,5,14,V-Partei³,"Frohberger, Jörg",,Jörg,Frohberger,1988,2,1,5,NA,0,0,0,'null',0,1,FrohbergerJorg,1359778646794338306,2,1,J%C3%B6rg-Frohberger-_V-Partei%C2%B3-100387035622116,100387035622116,1,2
1367,8,13,ÖDP,"Fröhlich, Sascha Markus",,"Sascha Markus",Fröhlich,1990,2,1,6,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1368,9,16,BP,"Fröhlich, Stephan",,Stephan,Fröhlich,1969,2,2,NA,222,0,0,0,'null',0,0,'null','null',0,1,FROEHLICH.BAYERNPARTEI,609837722404732,1,2
1369,6,28,dieBasis,"Fröhlich, Ulrike Maria Magdalena",,"Ulrike Maria Magdalena",Fröhlich,1964,1,3,12,179,0,0,0,'null',0,0,'null','null',0,1,100071644392542,100071644392542,3,2
1370,5,28,dieBasis,"Fröhlingsdorf, Sandra",,Sandra,Fröhlingsdorf,1971,1,3,5,136,0,0,0,'null',0,0,'null','null',0,1,100006183226732,100006183226732,3,2
1371,5,28,dieBasis,"Frohn, Natalie",,Natalie,Frohn,1977,1,2,NA,111,0,0,0,'null',0,0,'null','null',0,1,natfrohn,100000281078579,3,2
1372,8,3,AfD,"Frohnmaier, Markus-Cornel",,Markus-Cornel,Frohnmaier,1991,2,3,4,260,1,1,2,'null',1,1,Frohnmaier_AfD,4130621842,2,1,frohnmaier,1409631672620315,1,1
1373,11,2,SPD,"Frölich, Alexandra Julius",,"Alexandra Julius",Frölich,1977,1,1,10,NA,0,0,0,'null',0,0,'null','null',0,1,alexandrajulius.frolich,100002077205582,3,2
1374,11,3,AfD,"Frömming, Dr. Götz",Dr.,Götz,Frömming,1968,2,3,3,76,1,1,2,'null',1,1,GtzFrmming,809895794,1,1,goetzfroemming,1163768790326569,1,1
1375,14,8,"FREIE WÄHLER","Fröse, Christoph",,Christoph,Fröse,1954,2,2,NA,158,0,0,0,'null',0,0,'null','null',0,1,christophfroese,109135668099631,1,2
1376,6,14,V-Partei³,"Frühauf, Monika",,Monika,Frühauf,1992,1,1,5,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1377,6,2,SPD,"Frühwald, Sophie Elise",,"Sophie Elise",Frühwald,1996,1,1,20,NA,0,0,0,'null',0,1,SophieFruehwald,59205045,1,1,sophie.fruhwald,100000170685562,3,2
1378,11,9,"Die PARTEI","Fuchs, Christian",,Christian,Fuchs,1976,2,1,35,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1379,8,9,"Die PARTEI","Fuchs, David",,David,Fuchs,1987,2,1,4,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1380,5,1,CDU,"Fuchs, Florian",,Florian,Fuchs,1985,2,3,56,119,0,0,0,'null',0,1,fuchs_cdu,1371446249715597312,2,1,fuchs.cdu,1414345935455386,1,1
1381,15,18,MLPD,"Fuchs, Klaus",,Klaus,Fuchs,1954,2,1,4,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1382,14,48,"EB: Fuchs","Fuchs, Marcus",,Marcus,Fuchs,1983,2,2,NA,159,0,0,0,'null',0,0,'null','null',0,1,Mr.Marcus.Fuchs,100581025696492,1,2
1383,6,3,AfD,"Fuchs, Markus Erhard",,"Markus Erhard",Fuchs,1968,2,1,12,NA,0,0,0,'null',0,1,Civis_Liber,1571601991,2,1,markus.fuchs.1042,100003611560034,3,2
1384,5,40,Volt,"Fuchs, Olivier Martin Boris Albert Octavian Friedrich",,"Olivier Martin Boris Albert Octavian Friedrich",Fuchs,1964,2,2,NA,94,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1385,9,7,CSU,"Füger, Florian",,Florian,Füger,1993,2,1,77,NA,0,0,0,'null',0,0,'null','null',0,1,flo.fuger,100001760176889,3,2
1386,6,24,"Die Humanisten","Fülbert, Florian",,Florian,Fülbert,1986,2,1,10,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1387,15,28,dieBasis,"Füllmich, Dr. Reiner",Dr.,Reiner,Füllmich,1958,2,3,1,69,0,0,0,'null',0,1,RFuellmich,1284832879856451585,2,1,Class-Action-Crimes-Against-Humanity-102480472085734,102480472085734,1,2
1388,8,32,BÜNDNIS21,"Fundel, Winfried Edmund",,"Winfried Edmund",Fundel,1969,2,1,1,NA,0,0,0,'null',0,0,'null','null',0,1,winfried.fundel,1107585541,3,2
1389,5,9,"Die PARTEI","Funk, Martina",,Martina,Funk,1967,1,1,45,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1390,5,18,MLPD,"Funk, Reinhard Johannes",,"Reinhard Johannes",Funk,1958,2,2,NA,138,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1391,9,4,FDP,"Funke genannt Kaiser, Maximilian Ludwig",,"Maximilian Ludwig","Funke genannt Kaiser",1993,2,1,11,NA,0,1,2,'null',0,1,max_fksr,2237664229,1,1,funkekaiser,575715812512357,1,1
1392,14,2,SPD,"Funke, Fabian",,Fabian,Funke,1997,2,3,7,158,0,1,2,'null',0,1,funke_fabian,941607536968519680,1,1,fabianfunke.spd,109612901279011,1,1
1393,5,8,"FREIE WÄHLER","Funke, Kai",,Kai,Funke,1991,2,3,10,131,0,0,0,'null',0,0,'null','null',0,1,kai.funke.50,100025017412218,3,2
1394,6,2,SPD,"Fürpahs-Zipp, Cornelia",,Cornelia,Fürpahs-Zipp,1957,1,1,43,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1395,6,24,"Die Humanisten","Furtner, Markus Johannes",,"Markus Johannes",Furtner,1981,2,1,12,NA,0,0,0,'null',0,1,MarkusFurtner2,1223275263213166592,2,1,markus.furtner,578224127,3,2
1396,5,4,FDP,"Füßmann, Klaus Wilhelm",,"Klaus Wilhelm",Füßmann,1957,2,3,43,141,0,0,0,'null',0,0,'null','null',0,1,FDP.Klaus.Fuessmann,1603950312990543,1,1
1397,15,8,"FREIE WÄHLER","Futh, André",,André,Futh,1980,2,3,6,67,0,0,0,'null',0,1,AndreFuth,1366019055258329091,2,1,andre.futh,100001289177805,3,2
1398,14,28,dieBasis,"Füth, Thorsten",,Thorsten,Füth,1966,2,1,7,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1399,6,28,dieBasis,"Fydrich, Stefan Maria",,"Stefan Maria",Fydrich,1954,2,2,NA,168,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1400,6,28,dieBasis,"Gaab, Thomas Michael",,"Thomas Michael",Gaab,1969,2,1,26,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1401,6,28,dieBasis,"Gaab-Edinger, Carmen Martina",,"Carmen Martina",Gaab-Edinger,1974,1,1,28,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1402,1,1,CDU,"Gaarz, Timo",,Timo,Gaarz,1977,2,1,15,NA,0,0,0,'null',0,1,timogaarz,4902264802,2,1,timo.gaarz,100001981165343,3,2
1403,13,8,"FREIE WÄHLER","Gabbert, Klaus-Dieter",,Klaus-Dieter,Gabbert,1959,2,3,1,17,0,0,0,'null',0,0,'null','null',0,1,klausdieter.gabbert,1831524662,3,2
1404,14,18,MLPD,"Gäbel, Philipp",,Philipp,Gäbel,1987,2,3,3,153,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1405,13,10,Tierschutzpartei,"Gabel, Robert",,Robert,Gabel,1979,2,3,1,15,0,0,0,'null',0,1,EU_Parlament,70140568,2,1,Robert.Gabel.Greifswald,1661950502,2,1
1406,12,48,"EB: Gabler","Gabler, Michael",,Michael,Gabler,1972,2,2,NA,62,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1407,9,28,dieBasis,"Gabriel, Armin Alfred Jürgen",,"Armin Alfred Jürgen",Gabriel,1961,2,1,20,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1408,3,2,SPD,"Gäde, Marten",,Marten,Gäde,1986,2,1,47,NA,0,0,0,'null',0,1,MartenGaede,1127590225692254208,2,1,marten.gade,100002647433263,3,2
1409,1,1,CDU,"Gädechens, Ingo Adolf August",,"Ingo Adolf August",Gädechens,1960,2,3,3,9,1,1,2,'null',1,1,gadechens,1157298670745899014,2,1,ingo.gaedechens,100000872166212,3,2
1410,9,16,BP,"Gafus, Mario Walter",,"Mario Walter",Gafus,1993,2,3,4,218,0,0,0,'null',0,1,MarioGafus,1114808322811736064,2,1,mario.gafus,100001115536295,3,2
1411,5,27,SGP,"Gaisenkersting, Hans Dietmar",,"Hans Dietmar",Gaisenkersting,1967,2,1,1,NA,0,0,0,'null',0,1,DietmarGaisenk1,1268999977675689984,2,1,dietmar.gaisenkersting,100033183394851,3,2
1412,6,9,"Die PARTEI","Gaitzsch, Torsten Matthias",,"Torsten Matthias",Gaitzsch,1981,2,1,4,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1413,5,6,GRÜNE,"Gajewski-Schneck, Sascha Michael",,"Sascha Michael",Gajewski-Schneck,1968,2,1,60,NA,0,0,0,'null',0,1,willibald71,1032248179893395456,2,0,'null','null',0,0
1414,9,28,dieBasis,"Galic, Peggy Jaqueline",,"Peggy Jaqueline",Galic,1975,1,1,54,NA,0,0,0,'null',0,1,GalicPeggy,1423269953894031370,2,1,peggy.galic,100002937904574,3,2
1415,4,8,"FREIE WÄHLER","Galka, Werner-Detlef",,Werner-Detlef,Galka,1955,2,1,1,NA,0,0,0,'null',0,0,'null','null',0,1,Werner-Galka-FREIE-WÄHLER-Bremen-107692104839149,107692104839149,1,2
1416,5,5,"DIE LINKE","Gallasch, Lutz",,Lutz,Gallasch,1967,2,2,NA,104,0,0,0,'null',0,0,'null','null',0,1,lutz.gallasch,100009388187737,3,2
1417,5,6,GRÜNE,"Gambir, Schahina",,Schahina,Gambir,1991,1,3,19,134,0,1,2,'null',0,1,schahinag,1284802020382310400,1,1,scha.hina,100000447875328,3,2
1418,9,6,GRÜNE,"Gangjee-Well, Sabeeka",,Sabeeka,Gangjee-Well,1968,1,1,49,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1419,5,2,SPD,"Ganser, Carsten",,Carsten,Ganser,1979,2,1,73,NA,0,0,0,'null',0,0,'null','null',0,1,C.Ganser2,1483730838,3,2
1420,9,6,GRÜNE,"Ganserer, Markus (Tessa)",,"Markus (Tessa)",Ganserer,1977,1,3,13,244,0,1,2,'null',0,1,GansGruen,41365109,1,1,"Tessa Ganserer",2056406514397698,1,1
1421,3,12,PIRATEN,"Ganskow, Thomas Ernst Erich Emil",,"Thomas Ernst Erich Emil",Ganskow,1967,2,3,1,42,0,0,0,'null',0,1,tomvomizh,1369650912,2,1,thomas.ganskow.3,100000877740725,3,2
1422,5,3,AfD,"Garbe, Heinrich Theodor",,"Heinrich Theodor",Garbe,1955,2,2,NA,142,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1423,3,2,SPD,"Gardlo, Silke",,Silke,Gardlo,1970,1,1,31,NA,0,0,0,'null',0,1,SilkeGardlo,793594868,2,1,silke.gardlo,1768918010,3,2
1424,9,28,dieBasis,"Garnache, Marco",,Marco,Garnache,1983,2,2,NA,248,0,0,0,'null',0,0,'null','null',0,1,marco.garnache,100009596687950,3,2
1425,11,3,AfD,"Garnis, Lukas",,Lukas,Garnis,1983,2,2,NA,78,0,0,0,'null',0,1,LukasGarnis,787324660702666752,2,0,'null','null',0,0
1426,15,13,ÖDP,"Gärtner, Anke",,Anke,Gärtner,1979,1,1,6,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1427,5,18,MLPD,"Gärtner, Hans Christoph",,"Hans Christoph",Gärtner,1949,2,2,NA,103,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1428,15,13,ÖDP,"Gärtner, Jörg",,Jörg,Gärtner,1976,2,1,3,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1429,3,18,MLPD,"Gärtner, Lisa Ursula",,"Lisa Ursula",Gärtner,1986,1,4,1,123,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1430,8,18,MLPD,"Gärtner-Engel, Monika Ruth",,"Monika Ruth",Gärtner-Engel,1952,1,1,1,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1431,9,12,PIRATEN,"Gasser, Benjamin",,Benjamin,Gasser,1978,2,1,21,NA,0,0,0,'null',0,1,ThePublicBenemy,1194251390,2,1,publicbenemy,100007769676495,3,2
1432,9,12,PIRATEN,"Gasser, Wilhelm",,Wilhelm,Gasser,1960,2,1,22,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1433,8,4,FDP,"Gaßner-Herz, Martin Thomas",,"Martin Thomas",Gaßner-Herz,1985,2,3,16,284,0,1,2,'null',0,0,'null','null',0,1,martin.gassner.39,1068036087,3,2
1434,8,6,GRÜNE,"Gastel, Matthias",,Matthias,Gastel,1970,2,3,9,262,1,1,2,'null',1,1,MatthiasGastel,727782559,1,1,MatthiasGastelMdB,280699312717472,1,2
1435,9,16,BP,"Gattinger, Johann",,Johann,Gattinger,1949,2,2,NA,226,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1436,8,40,Volt,"Gaukel, Fabian",,Fabian,Gaukel,1996,2,1,2,NA,0,0,0,'null',0,1,FabsiVolt,1097530599466852354,1,1,fabian.gaukel,100000836041278,3,2
1437,12,3,AfD,"Gauland, Dr. Eberhardt Alexander",Dr.,"Eberhardt Alexander",Gauland,1941,2,1,1,NA,1,1,2,'null',1,0,'null','null',0,0,'null','null',0,0
1438,3,2,SPD,"Gava, Manuel",,Manuel,Gava,1991,2,3,21,39,0,1,1,"30,3",0,0,'null','null',0,1,manuelgavaspd,104112811507328,1,1
1439,16,38,"Team Todenhöfer","Gebauer, Angelo",,Angelo,Gebauer,1996,2,1,2,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1440,6,2,SPD,"Gebauer, Patrick",,Patrick,Gebauer,1991,2,1,37,NA,0,0,0,'null',0,1,PatrickGebauer,219008427,2,1,patrick.gebauer.9,100001869384348,3,2
1441,8,24,"Die Humanisten","Gebauer, Richard",,Richard,Gebauer,1994,2,1,6,NA,0,0,0,'null',0,1,RG_PdH,1186394142429122560,2,1,rosa.muh.kuh,100001214979928,3,2
1442,12,8,"FREIE WÄHLER","Gebauer, Stefanie",,Stefanie,Gebauer,1980,1,3,2,58,0,0,0,'null',0,1,StefanieGebauer,970393083669082125,2,1,gebauerkremmen,104280468639571,1,2
1443,9,28,dieBasis,"Gebelein, Otto",,Otto,Gebelein,1961,2,2,NA,240,0,0,0,'null',0,1,Gebelein_Otto,2943031367,2,1,otto.gebelein,100001594819573,3,2
1444,6,1,CDU,"Gebhard, Wilhelm",,Wilhelm,Gebhard,1976,2,3,20,169,0,0,0,'null',0,0,'null','null',0,1,Wilhelm-Gebhard-Ihr-Bundestagskandidat-110949757892446/,110949757892446,1,2
1445,4,28,dieBasis,"Gebhardt, Claudia",,Claudia,Gebhardt,1967,1,1,3,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1446,12,9,"Die PARTEI","Gebhardt, Vincent",,Vincent,Gebhardt,2002,2,1,10,NA,0,0,0,'null',0,1,VinceGebhardt,945249438913716224,2,1,vincent.gebhardtdp,100025528956496,3,2
1447,7,1,CDU,"Gebhart, Dr. Thomas",Dr.,Thomas,Gebhart,1971,2,3,3,211,1,1,2,'null',1,1,thomasgebhart,51483238,1,1,gebhart.th,399610793419033,1,1
1448,5,9,"Die PARTEI","Géczi, Judit",,Judit,Géczi,1977,1,3,8,94,0,0,0,'null',0,0,'null','null',0,1,judit.geczi.1,100001033512751,3,2
1449,7,4,FDP,"Geesdorf, Kerstin",,Kerstin,Geesdorf,1984,1,1,11,NA,0,0,0,'null',0,1,KerstinGeesdorf,988141716636094466,2,1,kerstin.geesdorf,100055538812477,3,2
1450,3,8,"FREIE WÄHLER","Gehmert, Günter Karl-Heinz",,"Günter Karl-Heinz",Gehmert,1947,2,3,12,49,0,0,0,'null',0,0,'null','null',0,1,Günter-Karl-Heinz-Gehmert-700273620811786,700273620811786,1,2
1451,15,11,NPD,"Gehre, Henrik",,Henrik,Gehre,1973,2,1,2,NA,0,0,0,'null',0,0,'null','null',0,1,henrik.gehre.98,100037169391074,3,2
1452,5,6,GRÜNE,"Gehring, Kai",,Kai,Gehring,1977,2,3,16,120,1,1,2,'null',1,1,KaiGehring,110368456,1,1,kai.gehring,93711056469,1,1
1453,8,4,FDP,"Gehrke, Dr. Sven Gustav",Dr.,"Sven Gustav",Gehrke,1969,2,3,28,273,0,0,0,'null',0,1,SvenGehrke,491342008,2,1,svengehrkefdp,106909728264126,1,2
1454,8,40,Volt,"Gehrmann, Domenic Fabian",,"Domenic Fabian",Gehrmann,1999,2,2,NA,288,0,0,0,'null',0,1,DomenicFabian,1378839131825004544,2,1,domenic.gehrmann.5,100022728360553,3,2
1455,6,1,CDU,"Gehrmann, Katja Astrid Alexandra Maria",,"Katja Astrid Alexandra Maria",Gehrmann,1985,1,1,53,NA,0,0,0,'null',0,0,'null','null',0,1,KatjaGehrmannFriedrichsdorf,107232497768848,1,1
1456,15,40,Volt,"Gehrmann, Marc",,Marc,Gehrmann,1988,2,1,3,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1457,16,13,ÖDP,"Gehrmann-Gacasa, Michael",,Michael,Gehrmann-Gacasa,1952,2,2,NA,195,0,0,0,'null',0,0,'null','null',0,1,michael.gehrmanngacasa.9,100027160870853,3,2
1458,5,13,ÖDP,"Geibel, Jens Andreas",,"Jens Andreas",Geibel,1970,2,1,1,NA,0,0,0,'null',0,1,JensGeibel,1388025586564669444,2,1,jens.geibel.1,100002942570712,3,2
1459,9,9,"Die PARTEI","Geiger, Ulrich",,Ulrich,Geiger,1956,2,1,34,NA,0,0,0,'null',0,0,'null','null',0,1,ulrich.geiger.338,100006981150784,3,2
1460,7,2,SPD,"Geilenkirchen, Jochen",,Jochen,Geilenkirchen,1992,2,1,24,NA,0,0,0,'null',0,1,jogeilenkirchen,56811207,2,1,jochen.geilenkirchen,1486440829,3,2
1461,9,16,BP,"Geisenfelder, Florian",,Florian,Geisenfelder,1991,2,3,13,214,0,0,0,'null',0,1,GeisenfelderBP,860903050042593280,2,1,100010678297429,100010678297429,3,2
1462,6,24,"Die Humanisten","Geisenhof, Heiko",,Heiko,Geisenhof,1980,2,1,3,NA,0,0,0,'null',0,1,Heiko_Geisenhof,710894885252042753,2,0,'null','null',0,0
1463,14,2,SPD,"Geißler, Alexander",,Alexander,Geißler,1990,2,3,9,161,0,0,0,'null',0,1,a_geiszler,1134864989779562496,2,1,alexander.geiszler,395020924405064,1,2
1464,9,7,CSU,"Geissler, Dr. Jonas Alexander Tecumseh",Dr.,"Jonas Alexander Tecumseh",Geissler,1984,2,2,NA,238,0,1,1,"36,5",0,1,GeisslerJonas,3375074608,2,1,JonasGeissler1984,107599588210185,1,1
1465,11,9,"Die PARTEI","Geissler, Marie",,Marie,Geissler,1993,1,2,NA,81,0,0,0,'null',0,0,'null','null',0,1,IndigoVux,1143743807,3,2
1466,5,3,AfD,"Geitz, Andreas",,Andreas,Geitz,1964,2,2,NA,138,0,0,0,'null',0,1,AndreasGeitz,2288663038,2,1,afdhaspe,429092151323885,1,2
1467,11,6,GRÜNE,"Gelbhaar, Stefan",,Stefan,Gelbhaar,1976,2,3,2,76,1,1,1,"25,5",1,1,StefanGelbhaar,426582569,1,1,Gelbhaar,129289704426208,1,1
1468,10,2,SPD,"Gelzleichter, Anja",,Anja,Gelzleichter,1969,1,1,12,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1469,3,8,"FREIE WÄHLER","Gemba, Wolfgang",,Wolfgang,Gemba,1953,2,3,7,45,0,0,0,'null',0,0,'null','null',0,1,Ihr.Kandidat.Wolfgang.Gemba,105410244833822,1,2
1470,5,40,Volt,"Genn, Livia Juliane",,"Livia Juliane",Genn,1998,1,3,19,96,0,0,0,'null',0,1,Jule_ge,593009386,2,0,'null','null',0,0
1471,14,31,"III. Weg","Gentsch, Tony",,Tony,Gentsch,1984,2,1,1,NA,0,0,0,'null',0,1,GentschTony,1012227824369979397,2,0,'null','null',0,0
1472,1,21,DKP,"Gentzsch, Birgit",,Birgit,Gentzsch,1944,1,1,3,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1473,1,21,DKP,"Gentzsch, Friedrich",,Friedrich,Gentzsch,1938,2,1,2,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1474,5,48,"EB: Georgiou","Georgiou, Gabriele",,Gabriele,Georgiou,1955,1,2,NA,128,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1475,13,2,SPD,"Gerber, Lena Frederike",,"Lena Frederike",Gerber,1985,1,1,8,NA,0,0,0,'null',0,1,Rike85,43322694,2,1,frederike.gerber,1328845990,3,2
1476,5,2,SPD,"Gerdes, Michael",,Michael,Gerdes,1960,2,3,41,125,1,1,1,39,1,1,GerdesMdB,2468956470,2,1,michaelgerdesmdb,1745682372370310,1,1
1477,8,6,GRÜNE,"Gerhard-Hentschel, Birgit",,Birgit,Gerhard-Hentschel,1966,1,1,58,NA,0,0,0,'null',0,1,hard_Hentschel,836452023843315713,2,1,birgit.gerhardhentschel,100001378255126,3,2
1478,6,9,"Die PARTEI","Gerhardt, Enrico",,Enrico,Gerhardt,1992,2,1,32,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1479,5,13,ÖDP,"Gerhardt, Ludger",,Ludger,Gerhardt,1996,2,2,NA,130,0,0,0,'null',0,1,GerhardtLudger,1357635340442492930,2,1,lgerhardtoedp,100255122256625,1,2
1480,13,28,dieBasis,"Gericke, Fritz Wolfgang Eberhard",,"Fritz Wolfgang Eberhard",Gericke,1949,2,2,NA,12,0,0,0,'null',0,1,GerickeEberhard,822456977582419969,2,1,fritz2010,100002122417698,3,2
1481,14,48,"EB: Gerisch","Gerisch, Claus Joachim",,"Claus Joachim",Gerisch,1959,2,2,NA,166,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1482,6,28,dieBasis,"Gerke, Beate Helga",,"Beate Helga",Gerke,1964,1,2,NA,169,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1483,9,39,UNABHÄNGIGE,"Gerke, Harald",,Harald,Gerke,1960,2,3,4,254,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1484,3,34,LKR,"Gerken, Fronke Christian",,"Fronke Christian",Gerken,1960,2,3,10,37,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1485,9,7,CSU,"Gerl, Barbara",,Barbara,Gerl,1977,1,1,26,NA,0,0,0,'null',0,1,BarbaraGerl1,904347284342755329,2,1,barbara.gerl,1491853729,3,2
1486,5,2,SPD,"Gerlach, Karsten",,Karsten,Gerlach,1971,2,1,72,NA,0,0,0,'null',0,1,Karsten_Gerlach,1593341778,2,1,karsten.gerlach.1,100001690208230,3,2
1487,5,40,Volt,"Gerlach, Lisa Hanna",,"Lisa Hanna",Gerlach,1965,1,1,27,NA,0,0,0,'null',0,1,BUNT_Koeln,760452879299805184,2,1,LisaGerlachVolt,305347192959005,1,2
1488,4,5,"DIE LINKE","Gerlin, Christian",,Christian,Gerlin,2002,2,1,6,NA,0,0,0,'null',0,1,GerlinChristian,1320403194099519498,2,1,gerlinchristian,100047228045219,3,2
1489,3,5,"DIE LINKE","Gerlinger, Lewia",,Lewia,Gerlinger,1998,1,1,14,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1490,2,2,SPD,"Gerloff, Carsten Holger",,"Carsten Holger",Gerloff,1972,2,1,10,NA,0,0,0,'null',0,1,carstenhh1887,49033302,2,1,carstenhh1887,1758841567,3,2
1491,8,32,BÜNDNIS21,"Germanus, Andrea",,Andrea,Germanus,1968,1,1,2,NA,0,0,0,'null',0,0,'null','null',0,1,andrea.germanus,1685551560,3,2
1492,2,9,"Die PARTEI","Germer, Carsten Wilhelm",,"Carsten Wilhelm",Germer,1970,2,1,8,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1493,3,1,CDU,"Germeshausen, Frank",,Frank,Germeshausen,1966,2,1,56,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
1494,3,4,FDP,"Gerschau, Knut",,Knut,Gerschau,1961,2,3,5,42,0,1,2,'null',0,0,'null','null',0,1,knut.gerschau,100000538179381,3,2
1495,8,2,SPD,"Gerster, Martin",,Martin,Gerster,1971,2,3,8,292,1,1,2,'null',1,0,'null','null',0,1,MdB.Martin.Gerster,151208418394628,1,1
1496,1,14,V-Partei³,"Gerteis, Bettina",,Bettina,Gerteis,1974,1,1,2,NA,0,0,0,'null',0,1,bettina_gerteis,1381149303738138624,2,1,100068517472061,100068517472061,3,2
1497,12,4,FDP,"Gerulat, Sören",,Sören,Gerulat,1988,2,1,7,NA,0,0,0,'null',0,1,GerulatSoren,1324442256309395457,2,1,soeren.gerulat.fdp,654137521707276,1,1
1498,16,28,dieBasis,"Geschwandtner, Karsten",,Karsten,Geschwandtner,1971,2,2,NA,191,0,0,0,'null',0,0,'null','null',0,1,100009977192577,100009977192577,3,2
1499,5,48,"EB: Geselbracht","Geselbracht, Sarah Ranjana",,"Sarah Ranjana",Geselbracht,1975,1,2,NA,129,0,0,0,'null',0,0,'null','null',0,1,bikinikillaa,100009137057800,3,2
